Name,Age,Education,Children,Profession,Phone,Amount,Return credit
Пестеленья Ибраева,70,7,1,Заведующий складом,78985992316,111000,1
Луида Чичова,57,3,7,Дегустатор,74857030810,114000,0
Хельмар Эттев,84,3,2,Стрелочник,71577828174,114000,1
Хак Бублев,51,8,6,Судья,79079954122,122000,0
Идеана Подметухова,32,7,1,Сценарист,73269412953,128000,1
Лордли Белорукий,62,7,2,Звукооператор,79762927840,135000,1
Нэтаньэль Собонас,51,3,7,Бизнес-аналитик,77468054716,149000,1
Аргонавт Кизишенко,33,1,3,Аниматор,76802241388,106000,0
Перегрина Пинжакова,22,2,0,Стрелочник,72300757249,140000,1
Мадиария Адриевская,34,8,3,Манекенщица,74732117517,124000,1
Джанни Сломов,86,2,1,Отделочник,75116532441,102000,0
Гермес Ногов,54,8,7,Цветочница,71777985151,101000,1
Таалайбек Баляшин,21,0,4,Бухгалтер,76120175228,116000,0
Плутон Ворожун,85,4,0,Телохранитель,76980741381,117000,0
Дэйсьетта Хорлина,32,6,1,Политолог,78793700217,139000,1
Анико Подчайнов,73,0,1,Главный технолог,77199811541,140000,0
Лоуренс Шобик,83,4,7,Учитель,75860838260,124000,0
Криська Бабинова,67,6,2,Нейрохирург,79560545761,149000,0
Кукури Перепеченков,35,5,3,Стрелочник,77892483048,119000,0
Хурматбану Брек,23,5,0,Педагог,78320226611,145000,0
Этибар Пшегодский,28,7,3,Продакт-менеджер,72632962637,126000,1
Ардаш Грамотников,90,6,3,Политолог,77599055170,118000,0
Цолине Момзин,24,1,7,Дегустатор,78295700821,144000,0
Ямал Корокулин,48,2,2,Булочник,79198791405,148000,1
Умалат Илышев,37,7,1,Дегустатор,78030706112,104000,0
Баргак Сиков,36,0,7,Банковский кассир-операционист,78937430352,145000,0
Адоль Клейновский,42,9,4,Слесарь-механик,74993458496,134000,1
Кафиля Пастернак-Залевская,54,4,0,Ректор,78164660867,120000,1
Авет Генварский,59,4,7,Лоббист,71965425801,146000,0
Алавдина Сухоткина,20,5,7,Менеджер по туризму,77342236783,109000,0
Дэйри Бетаров,47,7,1,Банкир,71711047761,111000,1
Фезли Шкварчук,39,8,2,Штукатур,79819922204,119000,1
Кастрикий Айн,24,1,0,Снабженец,76528268465,101000,0
Альвеста Ревазова,52,0,5,Цветочница,78809428291,131000,1
Раудел Поручник,47,5,0,Полицейский,76024446806,146000,0
Корветта Цаналина,30,7,7,Капитан судна,71548605943,101000,1
Махбуб Ямалтдинов,75,0,5,Постановщик трюков,77103273274,137000,0
Наркисс Козлович,35,4,7,Супервайзер,76101333905,137000,0
Рагба Батурлакина,32,7,7,Психотерапевт,79466993119,130000,0
Шуберт Позгарев,49,0,2,Библиотекарь,78715114646,103000,0
Иветти Ратуев,19,7,7,Детектив,79331622592,130000,0
Бунтарь Дремух,32,2,6,Дегустатор,76761200914,127000,0
Гилмегаян Трошанин,44,1,5,Выпускающий редактор,71109279714,135000,1
Акмандай Куровлев,33,9,4,Кардиолог,71182634950,118000,0
Ажай Свипухов,73,1,7,Менеджер по персоналу,72783946927,148000,0
Онар Довнер,79,7,5,Этнограф,71271271427,112000,0
Акел Старшиненков,37,9,0,Слесарь-механик,77210137526,119000,0
Агнилина Станиславская,95,4,2,Травматолог,71240858318,144000,0
Элзада Канцерская,19,7,1,Биоинженер,74087732609,115000,1
Елизабета Минчукова,95,5,0,Садовник,79300290163,138000,0
Лядвина Мусолимова,67,7,6,Дирижер,76971682377,119000,1
Гулшаян Козло,78,4,5,Министр,74418110388,129000,0
Анечка Греходоводова,95,1,6,Бизнес-аналитик,78130952079,108000,1
Цветимила Люфич-Даманская,97,9,7,Ботаник,79078568134,102000,1
Анирудха Анемаскина,84,3,7,Ассистент менеджера по продажам,79285641620,101000,0
Динис Транезов,53,2,0,Фальцовщик,77833023597,110000,0
Николинка Каратлева,49,8,0,Ботаник,75905510580,108000,1
Тролебузина Садвакасова,78,3,1,Тюремный надзиратель,75753205184,120000,1
Алеме Ланковиц,38,0,4,Невролог,76267767645,130000,1
Вадий Куцелев,89,5,2,Андролог,78565924035,100000,0
Анхира Сказова,41,6,0,Культуролог,78081681389,131000,1
Мэррайя Костродымова,34,1,6,Картограф,79741420334,147000,1
Ражабай Слуцкий,53,8,2,Товаровед,78823705046,132000,0
Грыговий Бекман,52,4,0,Администратор салона красоты,79374515661,125000,0
Сафак Ючкин,91,6,3,Дорожный инспектор,79072234824,103000,1
Шахи Янышевский,85,5,0,Мастер,72068856927,100000,0
Зорина Сагайдакова,77,6,3,Бортмеханик,72506967337,110000,1
Саломе Асмаловский,34,9,5,Редактор,79376019107,144000,0
Корнут Побережнюк,54,4,0,Социолог,73987299916,142000,0
Брайн Масиевский,18,3,2,Бизнес-аналитик,78358927079,135000,1
Калинна Морковина,55,1,0,Продавец-консультант,73753994074,114000,1
Ализада Андреищева,19,8,6,Холодильщик,75348041909,148000,0
Альфондус Фенцов,70,3,6,Стрелочник,71081835073,112000,0
Рыс Лаптев-Зенковский,38,0,7,﻿Адвокат,77653946564,100000,0
Лидия Стяблина,27,2,0,Окулист,74173751738,146000,0
Саркан Курзов,36,8,6,Промоутер,72063569373,122000,0
Шанелли Вирозуб,60,5,0,Судебный пристав,75356967748,139000,0
Фабиан Овцинов,71,1,0,Преподаватель,78771126576,129000,0
Францишик Бандовкин,61,2,4,Прозектор,74005711212,113000,1
Адисса Заранкова,76,6,6,Web-интегратор,75673877877,139000,1
Сивилла Сионова,26,5,1,Производственный мастер,71441595222,144000,1
Юрита Гайнатулина,92,2,7,Почвовед,74222251145,145000,0
Юзлесылу Смирнитский,52,9,3,Банкир,77494627703,131000,1
Раисия Момекина,95,6,0,Переводчик,76836922144,125000,1
Сате Колкевич,95,7,6,Банкир,78868293751,121000,0
Сумеон Тулеев,69,6,4,Биофизик,77378764164,144000,1
Раемия Вахотина,30,3,1,Менеджер по продажам,78729743497,131000,0
Амад Лютфалибеков,24,5,2,Агроном,79157751171,103000,0
Афим Айнутдинов,46,1,2,Ботаник,77833562134,110000,1
Элиадий Евтух,74,5,5,Татуировщик,78594254987,126000,1
Автоном Пендерев,67,1,3,Фельдшер,75254058054,114000,0
Кия Кошевицкая,22,9,6,Инженер-химик,73888137737,148000,0
Хамшира Мранова,50,2,4,Кодер,79033113232,142000,1
Ильмият Подурушин,33,9,3,Изобретатель,71870802091,137000,0
Ивсталия Аубекерова,69,6,2,Гид-переводчик,72715170071,101000,0
Девон Кочанников,48,2,1,Воздухоплаватель,78210110705,123000,1
Алианет Крамсаков,73,1,6,Невропатолог,76117685230,101000,0
Давир Иновели,38,3,4,Мусорщик,72510527877,113000,1
Шевалли Гутманович,18,1,6,Банкир,76160063068,139000,1
Сулнаргул Хаханян,68,7,1,Статистик,75187014230,111000,1
Сангыш Бегачев,65,4,0,Журналист,71530870512,115000,0
Калипсо Лугам,91,6,1,Закройщик,71357618830,126000,1
Шекспир Лозовской,67,9,2,Ботаник,77426239614,120000,1
Армата Валенская,66,8,4,Геоэколог,77636921042,101000,1
Фахре Костешкин,27,1,4,Психиатр,76354160940,103000,1
Хедият Ирмияев,41,4,0,Культуролог,76142337527,101000,0
Иби Тигалев,43,7,1,Лоцман,76620582658,120000,0
Флюр Лаворчик,78,3,6,Диспетчер,78732861254,101000,0
Махияр Полторацков,42,3,6,Математик,77097734668,133000,1
Талантбек Марцинкевич,74,8,2,Менеджер по PR,76995959648,109000,0
Еллия Мартышкина,88,8,0,Бизнес-аналитик,76557314056,102000,1
Бенесия Стракадомская,61,9,2,Архивариус,76575539707,104000,1
Валикэ Каптюхин,31,1,7,Педиатр,74381451043,101000,0
Джэйкар Дарон,50,8,3,Банкир,73320971481,108000,1
Бони Губин,65,8,1,Главный технолог,72734132150,111000,1
Броннислава Ваханина,21,0,7,Финансист,79173196908,108000,0
Меланик Вардапетян,91,7,7,Типограф,79653736001,137000,0
Бедро Ходянок,44,6,2,Радист,76699508207,136000,1
Алди Алиханянц,63,5,7,Консультант по туризму,75623799448,125000,0
Гульзара Тамбаева,77,0,5,Страховой агент,78491205301,126000,1
Дурлекамал Балун,95,1,4,Отделочник,73313030694,135000,1
Велена Жогина,93,4,1,Библиограф,78778583297,135000,0
Алуре Мелихов,37,1,3,Дорожный инспектор,78787777137,110000,0
Фредолин Получаглов,39,5,1,Менеджер по туризму,73281843359,135000,1
Акепсима Богацкая,40,5,5,Штукатур,73575831928,131000,1
Алмыш Рукаванов,63,1,3,Печатник,77916980012,107000,0
Аксает Криксин,28,0,0,Повар,71910263651,122000,0
Фелицитата Гулютина,76,8,7,Горняк,76657380488,121000,1
Арид Пирузян,31,1,4,Матрос,77007001678,123000,1
Арсанага Чекчикова,92,8,2,Воспитатель,74064691206,134000,1
Авлида Кирисова,65,9,3,Геодезист,75350728921,138000,1
Сабагул Витценко,75,2,1,Бортпроводник,72782836843,112000,0
Мампре Дабачян,33,9,6,Палеонтолог,76581536936,103000,0
