Name,Age,Education,Children,Profession,Phone,Amount
Агву Шишимаров,70,2,5,Ботаник,77709640808,112000
Амабиля Ушомирская,76,8,3,Лаборант,76578759912,147000
Акдаса Егорова-Орлетинова,24,4,3,Тюремный надзиратель,78871239288,149000
Пашель Боровецкий,85,8,4,Производственный мастер,71828052645,113000
Девендер Лашковас,29,6,3,Издатель,77014476966,120000
Аскольд Сеуткин,63,4,3,Маляр,79550169275,115000
Фрейде Сомиков,19,4,0,Иллюстратор,78351913374,119000
Магмур Гольдшейн,57,1,1,Министр,73973385226,137000
Честен Баликин,75,6,3,Продавец,71978515274,117000
Зевар Коноз,72,2,5,Администратор гостиницы,77928700617,101000
Омелян Боюс,56,8,1,Окулист,79041975226,122000
Ройял Халилов,77,8,6,Оператор ПК,72863003199,114000
Комилджон Романыгин,63,5,0,Стрелочник,78127720663,119000
Элиферия Цыбряева,95,5,4,Ботаник,77739323950,100000
Данеила Ногиевская,63,1,7,Маклер,79599409756,112000
Ебнер Буйницкий,24,9,2,Педиатр,73652471428,112000
Джасмина Сновская,73,4,4,﻿Адвокат,72103094377,108000
Реститут Ряшитов,52,1,6,Нефролог,72526879174,102000
Миральда Мшенская,56,7,7,Тюремный надзиратель,74948589228,100000
Джулия Клешева,52,2,5,Шеф-повар,73315699521,109000
Танюлдуз Граубиц,31,3,4,Психолог,79013882896,135000
Тагавор Бирканов,39,0,4,Генеральный секретарь,79599270755,139000
Санчес Зубавичене,26,6,6,Фотомодель,76609630719,104000
Мураз Страмцов,39,7,4,Облицовщик,72678095877,122000
Шамус Бабурчин,28,0,5,Парикмахер,74257003359,114000
Алтулхай Биляков,87,8,4,Бизнес-аналитик,77669603636,147000
Азария Кунавина,97,0,1,Технолог,78114120099,103000
Ингрида Гречакова,54,4,1,Инфекционист,78983649257,108000
Вышемил Газенцер,26,0,0,Администратор гостиницы,77004660385,140000
Фадли Шаплавский,40,1,5,Банковский кассир-операционист,79094270124,139000
Марни Прокопенко,66,3,2,Правовед,72526879183,114000
Залом Череданов,40,9,2,Фармацевт,79520630173,141000
Агиф Курлянчин,24,3,3,Тестировщик,78081373863,140000
Готтард Вожжов,94,0,7,Трейдер,75984128046,146000
Бушра Квардицкая,88,6,4,Религиовед,78219712408,141000
Пелагия Обрамова,86,7,5,Бизнес-аналитик,78191109986,114000
Аббубакар Дубенец,85,5,5,Диетолог,77770070713,143000
Хаджа Радайкина,86,6,3,Ботаник,71374978732,118000
Пёрсон Люляков,71,3,1,Референт,73846703690,134000
Гемелла Митекина,35,5,7,Охотник,78634332198,131000
Хуймин Вашинский,70,7,5,Инженер-химик,76064744094,119000
Данила Фильковская,39,1,0,Слесарь,71044342286,106000
Каздоя Кирнарская,93,9,6,Рыбак,73083567277,115000
Шарнелла Чулаевская,63,9,3,Банкир,76050770001,132000
Терон Антакольский,90,3,1,Оператор машинного доения,78807446331,112000
Росланна Хечумова,67,7,7,Археолог,76655688786,108000
Йоши Дивель,84,9,4,Радиоведущий,78441930775,121000
Анбиё Росенбаум,30,6,6,Следователь,75058043602,134000
Тахмасиб Олтаржевский,21,6,7,Токсиколог,72080696859,112000
Абдулферит Майцур,66,2,2,Андролог,79151513697,141000
Агьлям Кркпницкий,85,5,4,Лоцман,74391983259,129000
Анастаися Амиршева,82,1,4,Теолог,75670444341,139000
Вактор Сычкарь,27,8,3,Балетмейстер,71622660381,106000
Линди Гаврильчак,73,7,0,Менеджер по работе с клиентами,76302574925,129000
Лорик Фроенченко,51,9,7,Невропатолог,79840948743,143000
Дмитропетро Норвейшис,39,8,7,Дегустатор,75880250982,126000
Акбатыр Уринбаев,57,3,2,Печатник,76303031857,149000
Валико Дароджиев,88,9,4,Издатель,75143464323,125000
Ликерья Супова,76,6,2,Инженер,78221615184,117000
Долгмысл Богословских,48,7,1,Статистик,74946286590,143000
Свен Клиновский,55,7,4,Космонавт,73052462023,126000
Иве Солоцкий,47,6,3,Ботаник,75343184325,130000
Авралия Минухина,32,7,1,Биоинженер,78245159979,140000
Керра Саркатова,83,0,7,Физик,73946291522,141000
Джэйя Присада,32,9,3,Энергетик,78784932121,115000
Селларис Степкин,44,2,7,Стюардесса,74284580711,131000
Адалед Ионов,31,7,3,Геоэколог,76461907830,132000
Реас Ровняличев,90,8,1,Эколог,79670858095,135000
Маймана Маитурова,27,1,1,Ботаник,74234017616,146000
Гетулла Колгашкина,88,7,6,Стрелочник,78796884439,141000
Робина Меськова,18,4,4,Энергетик,78906640400,120000
Ульвий Лызыкин,24,7,7,Стрелочник,71399153970,141000
Росано Бабалыков,82,1,1,Строитель,79021991267,112000
Аламгир Скипин,60,7,3,Дистрибутор,78700009827,119000
Росабела Микждайнова,49,5,3,Разведчик,77105126863,100000
Аляксас Евтинов,56,0,6,Фотограф,72199401197,131000
Арослан Нольский,34,5,6,Психолог,72384028829,114000
Вардерес Кинус,94,6,3,Охранник,73251795214,101000
Мусанур Катынский,43,1,6,Консультант телефона доверия,73895489032,102000
Асгатула Браушкина,49,2,5,Бизнес-аналитик,79071454052,113000
Балгыз Манкевич,60,5,6,Бренд-менеджер,75291590339,121000
Зерун Федюшов,38,4,0,Пекарь,78910478245,104000
Алиле Лыков,54,8,0,Специалист по стрижке овец,75658422347,105000
Браха Крестовская,65,3,4,Воздухоплаватель,74052745800,114000
Милуша Пустоселова,36,7,7,Архитектор-проектировщик,75216895807,110000
Жуанитта Чачаева,96,7,1,Математик,75077863390,111000
Совл Камбалов,85,2,4,Грузчик,72753235733,101000
Селан Франио,93,8,4,Архитектор-проектировщик,73894491756,110000
Антык Марфутенко,48,2,7,Парикмахер,73857978091,149000
Аинка Перевертайлова,93,8,3,Монтажник,75811619613,133000
Светланга Карягина,49,8,2,Бортмеханик,79777875441,142000
Лавор Симутенко,36,2,3,Банкир,75658422334,101000
Соцкор Гилазов,30,6,2,Конструктор,78727543032,144000
Амбросия Нехлопочина,22,5,6,Web-программист,72847038645,111000
Женовева Димитровская,37,8,3,Сурдопедагог,76177759732,112000
Якинф Поперечнев,55,8,0,Доярка,74367071924,137000
Вельямин Китаенко,50,7,7,Медиа-байер,73830977053,142000
Точка Зяблева,49,1,1,Прокурор,77085085441,133000
Лирика Радченя,42,9,6,Администратор салона красоты,75018205048,103000
Альмина Потыкалова,83,2,6,Шеф-повар,71317698640,108000
Фида Стасовская,48,3,6,Штукатур,77431479071,115000
Филона Ишарнова,32,7,7,Сталевар,71200926856,125000
Милютин Раткевич,90,9,5,Булочник,71718503488,103000
Гизэля Хердвимова,53,9,5,Корректор,75000212040,147000
Сатыш Перлов,61,9,2,Медицинская сестра,74176216894,113000
Герон Елоримов,42,5,6,Логопед,73396135964,129000
Аньес Драйгол,97,3,3,Бригадир железнодорожного пути,79650254716,125000
Мурават Скоблилов,89,5,5,Бизнес-аналитик,77686536699,100000
Бебе Лисаевич,57,5,7,Ботаник,76098818858,114000
Зузалия Цуканкова,60,1,0,Оператор call-центра,76463688563,106000
Яхве Добош,89,2,5,Бизнес-аналитик,75042333349,112000
Иулия Шкудова,60,0,5,Дегустатор,77802536830,108000
Янгул Гонзалев,82,3,7,Автогонщик,76097255415,123000
Никола Каклюгина,63,3,7,Историк,75646541140,129000
Далас Колодников,84,8,3,Бизнес-аналитик,71707390473,109000
Заварза Маштальерова,35,9,1,Финансовый аналитик,78629408509,136000
Светочка Дурикова,95,2,1,Инженер-химик,78221615176,121000
Мырося Грамочихина,56,4,2,Администратор ресторана,79502930462,124000
